,PROVINCE,DISTRICT,CONSTITUENCY,WARD,POLLING DISTRICT NAME,POLLING STATION NAME,PHASE
4766,LUSAKA,RUFUNSA,RUFUNSA,RUFUNSA,CHAOLA,Chaola Primary School,1
4767,LUSAKA,RUFUNSA,RUFUNSA,SHIKABETA,CHOMBA,Chomba Primary School,1
4768,LUSAKA,RUFUNSA,RUFUNSA,MANKHANDA,OLD FEIRA TURN-OFF,Christian Family Church,1
4769,LUSAKA,RUFUNSA,RUFUNSA,BUNDABUNDA,MUKONJE B,Shachileba Co-operative,1
4770,LUSAKA,RUFUNSA,RUFUNSA,BUNDABUNDA,BUNDA BUNDA,Chinyunyu Primary School,1
4771,LUSAKA,RUFUNSA,RUFUNSA,BUNDABUNDA,CHITEMALESA,Chitemalesa Primary School,1
4772,LUSAKA,RUFUNSA,RUFUNSA,NYAMANONGO,NKOPELO,Mulobela SDA Church,1
4773,LUSAKA,RUFUNSA,RUFUNSA,MWACHILELE,MWABWINDO,Mwabwindo Private Primary School,1
4774,LUSAKA,RUFUNSA,RUFUNSA,MULAMBA,NTIBA-TIBA,Kamatete Primary School,1
4775,LUSAKA,RUFUNSA,RUFUNSA,RUFUNSA,MWANDUBA,Natasha Community Nursery School,1
4776,LUSAKA,RUFUNSA,RUFUNSA,RUFUNSA,RUFUNSA,Rufunsa Primary School,1
4777,LUSAKA,RUFUNSA,RUFUNSA,SHIKABETA,NYAKANTINGI,Nyakantingi Primary School,2
4778,LUSAKA,RUFUNSA,RUFUNSA,KABUYU,MUNYETA,Munyeta Primary School,2
4779,LUSAKA,RUFUNSA,RUFUNSA,NYAMANONGO,TENGAMA,Tengama Primary School,2
4780,LUSAKA,RUFUNSA,RUFUNSA,CHAMULIMBA,CHAMULIMBA,Chamulimba Primary School,2
4781,LUSAKA,RUFUNSA,RUFUNSA,MANKHANDA,LUANGWA BRIDGE,Luangwa Bridge Primary School,2
4782,LUSAKA,RUFUNSA,RUFUNSA,BUNDABUNDA,NKALAMABWE,Nkalamabwe Primary School,2
4783,LUSAKA,RUFUNSA,RUFUNSA,BUNDABUNDA,KASHIMPA,Kashimpa Primary School,2
4784,LUSAKA,RUFUNSA,RUFUNSA,NYANGWENA,NYANGWENA,Nyangwena Primary School,2
4785,LUSAKA,RUFUNSA,RUFUNSA,NYAMANONGO,NYAMANONGO,Nyamanongo Primary School,2
4786,LUSAKA,RUFUNSA,RUFUNSA,MWACHILELE,MWACHILELE,Mwachilele Primary School,2
4787,LUSAKA,RUFUNSA,RUFUNSA,MULAMBA,MULAMBA,Mulamba Primary School,2
4788,LUSAKA,RUFUNSA,RUFUNSA,CHINTIMBWI,MPANSHYA,Mpanshya Secondary School,2
4789,LUSAKA,RUFUNSA,RUFUNSA,KANKUMBA,KANKUMBA,Kankumba Primary School,2
4794,LUSAKA,RUFUNSA,RUFUNSA,KABUYU,KALOMBE,Kalombe Seventh Day Adventist Church,3
4795,LUSAKA,RUFUNSA,RUFUNSA,NYAMANONGO,NDUBULULA,Ndubulula Primary School,3
4796,LUSAKA,RUFUNSA,RUFUNSA,CHAMULIMBA,KAZEMBA,Kazemba Primary School,3
4797,LUSAKA,RUFUNSA,RUFUNSA,SHIKABETA,SHIKABETA,Shikabeta Primary School,3
4798,LUSAKA,RUFUNSA,RUFUNSA,MANKHANDA,KABASENYA,Kabasenya Primary School,3
4799,LUSAKA,RUFUNSA,RUFUNSA,SHIKABETA,LUBALASHI,Lubalashi Primary School,3
4800,LUSAKA,RUFUNSA,RUFUNSA,MANKHANDA,KAMPISHI,United Pentecostal Church,3
4801,LUSAKA,RUFUNSA,RUFUNSA,NYANGWENA,CHIYOTA,Chiyota Primary School,3
4802,LUSAKA,RUFUNSA,RUFUNSA,NYAMANONGO,MWENSHANG'OMBE,Mwenshang'ombe Community School,3
4803,LUSAKA,RUFUNSA,RUFUNSA,MWACHILELE,CHIPAKATA,Chipakata Private Primary School,3
4804,LUSAKA,RUFUNSA,RUFUNSA,MULAMBA,CHINTILI,Chintili Primary School,3
4805,LUSAKA,RUFUNSA,RUFUNSA,CHINTIMBWI,KAMWESHA,Kamwesha Community School,3
4806,LUSAKA,RUFUNSA,RUFUNSA,KANKUMBA,MWAMBASHI,Rufunsa Girls Technical Secondary School,3
4807,LUSAKA,RUFUNSA,RUFUNSA,KABUYU,KABUYU,Kabuyu Primary School,4
4808,LUSAKA,RUFUNSA,RUFUNSA,CHAMULIMBA,CHIBENGELELE,Chibengelele Primary School,4
4809,LUSAKA,RUFUNSA,RUFUNSA,CHAMULIMBA,KABULANSHINSHI,Kabulanshinshi Primary School,4
4810,LUSAKA,RUFUNSA,RUFUNSA,SHIKABETA,LUNSEMFWA,Lunsemfwa Health Post,4
4811,LUSAKA,RUFUNSA,RUFUNSA,MANKHANDA,LUKWIPA,Lukwipa Primary School,4
4812,LUSAKA,RUFUNSA,RUFUNSA,NYANGWENA,ITOPE,Itope Primary School,4
4813,LUSAKA,RUFUNSA,RUFUNSA,CHINTIMBWI,CHIPEKETI,Chipeketi Primary School,4
4814,LUSAKA,RUFUNSA,RUFUNSA,KANKUMBA,CHILIMBA,Chilimba Primary School,4
4815,LUSAKA,RUFUNSA,RUFUNSA,MULAMBA,NYAMPHANDE,Nyamphande Community School,4
4816,LUSAKA,RUFUNSA,RUFUNSA,CHINTIMBWI,CHITENGELE,Nkholoma Primary School,4
4817,LUSAKA,RUFUNSA,RUFUNSA,KANKUMBA,KANYONGOLOKA,Mukonka Primary School,4
4818,MUCHINGA,CHAMA,CHAMA NORTH,NKHANKHA,MAIMBI,Maimbi Community School,1
4819,MUCHINGA,CHAMA,CHAMA NORTH,LUANGWA,KASEMPWE,Kasempwe Primary School,1
4820,MUCHINGA,CHAMA,CHAMA NORTH,MWALALA,MWALALA,Katangalika School,1
4821,MUCHINGA,CHAMA,CHAMA NORTH,MBAZI,CHAFUKO,Chafuko Primary School,1
4822,MUCHINGA,CHAMA,CHAMA NORTH,NDUNDA,PINA,Pina Community School,1
4823,MUCHINGA,CHAMA,CHAMA NORTH,KALINKHU,KAPILINGIZYA,Gombe Primary School,1
4824,MUCHINGA,CHAMA,CHAMA NORTH,KAOZI,KAOZI,Kaozi Primary School,1
4825,MUCHINGA,CHAMA,CHAMA NORTH,KAMPHEMBA,CHAMA,Chama Day High School,1
4826,MUCHINGA,CHAMA,CHAMA NORTH,MUCHINGA,MWAKANA,Mwakana Community School,1
4827,MUCHINGA,CHAMA,CHAMA NORTH,MAZONDE,MUNG’ANG’A,Mung’ang’a Community School,1
4828,MUCHINGA,CHAMA,CHAMA NORTH,CHISUNGA,CHIKONTHA,Chikontha School,1
4829,MUCHINGA,CHAMA,CHAMA NORTH,MPHALAUSENGA,MIYOMBE TURN OFF,Kajimono Primary School,1
4830,MUCHINGA,CHAMA,CHAMA SOUTH,MAPAMBA,CHINGOZI,Kalasa School,1
4831,MUCHINGA,CHAMA,CHAMA SOUTH,CHILENJE,KASELA,Kasela School,1
4832,MUCHINGA,CHAMA,CHAMA SOUTH,CHIPALA,CHIPALA,Pondo School,1
4833,MUCHINGA,CHAMA,CHAMA SOUTH,VILIMUKULU,KANGA,Kanga Community School,1
4834,MUCHINGA,CHAMA,CHAMA SOUTH,VILIMUKULU,LONGA,Nangwa Community School,1
4835,MUCHINGA,CHAMA,CHAMA SOUTH,LUNZI,MWEZA,Chizizi Community School,1
4836,MUCHINGA,CHAMA,CHAMA SOUTH,LUMEZI,MBOTYA,Chimphamba School,1
4837,MUCHINGA,CHAMA,CHAMA SOUTH,MABINGA,CHAULA,Chiteba Day High School,1
4838,MUCHINGA,CHAMA,CHAMA SOUTH,CHILUBALUBA,MANDA HILL,Manda hill Pimary School,1
4839,MUCHINGA,CHAMA,CHAMA SOUTH,CHIBUNGWE,NKHOKA,Nkhoka School,1
4840,MUCHINGA,CHAMA,CHAMA SOUTH,BAZIMU,SIWAYENDA,Champhanda Community School,1
4841,MUCHINGA,CHAMA,CHAMA NORTH,NKHANKHA,KABANJILA,Kabanjila School,2
4842,MUCHINGA,CHAMA,CHAMA NORTH,LUANGWA,LUANGWA,Ng’anjo School,2
4843,MUCHINGA,CHAMA,CHAMA NORTH,MWALALA,KAPEMBE,Kapembe School,2
4844,MUCHINGA,CHAMA,CHAMA NORTH,MBAZI,MBAZI,Chiri School,2
4845,MUCHINGA,CHAMA,CHAMA NORTH,NDUNDA,NDUNDA,Sitwe School,2
4846,MUCHINGA,CHAMA,CHAMA NORTH,KALINKHU,NTHONKHO,Nthonkho School,2
4847,MUCHINGA,CHAMA,CHAMA NORTH,KAOZI,KASANGANI,Kasangani School,2
4848,MUCHINGA,CHAMA,CHAMA NORTH,KAMPHEMBA,KAMPHEMBA,Kamphemba Primary School,2
4849,MUCHINGA,CHAMA,CHAMA NORTH,MUCHINGA,MWINICHIPETA,Mwinichipeta Basic School,2
4850,MUCHINGA,CHAMA,CHAMA NORTH,MAZONDE,MAZONDE,Chilubanama School,2
4851,MUCHINGA,CHAMA,CHAMA NORTH,CHISUNGA,CHISUNGA,Mulilo School,2
4852,MUCHINGA,CHAMA,CHAMA NORTH,MPHALAUSENGA,KAMFUTU,Kamfutu School,2
4853,MUCHINGA,CHAMA,CHAMA SOUTH,MAPAMBA,MAPAMBA,Chingozi School,2
4854,MUCHINGA,CHAMA,CHAMA SOUTH,CHILENJE,KANYOLONYOLO,Kanyolonyolo Primary School,2
4855,MUCHINGA,CHAMA,CHAMA SOUTH,CHIPALA,KAUNDYA,Kaundya Community School,2
4856,MUCHINGA,CHAMA,CHAMA SOUTH,VILIMUKULU,TINDIZA,Chunyu (Chipangono Church),2
4857,MUCHINGA,CHAMA,CHAMA SOUTH,VILIMUKULU,NYAMALYA,Chasato Community School,2
4858,MUCHINGA,CHAMA,CHAMA SOUTH,LUNZI,LUNZI,Mangwele School,2
4859,MUCHINGA,CHAMA,CHAMA SOUTH,LUMEZI,LUMEZI,Kapichilasenga School,2
4860,MUCHINGA,CHAMA,CHAMA SOUTH,MABINGA,MABINGA,Mabinga School,2
4861,MUCHINGA,CHAMA,CHAMA SOUTH,CHILUBALUBA,KALOVYA,Kalovya School,2
4862,MUCHINGA,CHAMA,CHAMA SOUTH,LUPAMAZI,KATANDULA,Zibambale Community School,2
4863,MUCHINGA,CHAMA,CHAMA SOUTH,BAZIMU,BAZIMU,Mundalanga School,2
4868,MUCHINGA,CHAMA,CHAMA NORTH,NKHANKHA,CHINJI,Chinji Primary School,3
4869,MUCHINGA,CHAMA,CHAMA NORTH,LUANGWA,KANKHOMBA,Kankhomba School,3
4870,MUCHINGA,CHAMA,CHAMA NORTH,MWALALA,SIKALINGA,Kalilondo Community School,3
4871,MUCHINGA,CHAMA,CHAMA NORTH,MBAZI,MWANDA,Mwanda School,3
4872,MUCHINGA,CHAMA,CHAMA NORTH,CHISUNGA,KAMUNGA,Kamunga Community School,3
4873,MUCHINGA,CHAMA,CHAMA NORTH,KALINKHU,KALINKHU,Kambombo Basic School,3
4874,MUCHINGA,CHAMA,CHAMA NORTH,KAOZI,KAPALAKONJE,Kapalakonje Primary School,3
4875,MUCHINGA,CHAMA,CHAMA NORTH,KAMPHEMBA,NKHANGA,Nkhanga School,3
4876,MUCHINGA,CHAMA,CHAMA NORTH,MUCHINGA,CHIPYUZI,Mphyanakunda School,3
4877,MUCHINGA,CHAMA,CHAMA NORTH,MUCHINGA,MUCHINGA,Lundu School,3
4878,MUCHINGA,CHAMA,CHAMA NORTH,CHISUNGA,KAKOMA,Kakoma School,3
4879,MUCHINGA,CHAMA,CHAMA NORTH,MPHALAUSENGA,BAMBANDA,Bambanda School,3
4880,MUCHINGA,CHAMA,CHAMA SOUTH,MAPAMBA,CHITEMWA,Chitemwa Community School,3
4881,MUCHINGA,CHAMA,CHAMA SOUTH,CHILENJE,ZEBE,Zebe School,3
4882,MUCHINGA,CHAMA,CHAMA SOUTH,CHIPALA,KAMPHEMBELE,Mwila School,3
4883,MUCHINGA,CHAMA,CHAMA SOUTH,VILIMUKULU,CHIGOMA,Chigoma School,3
4884,MUCHINGA,CHAMA,CHAMA SOUTH,LUNZI,MWINIKHONDE,Mutembwa School,3
4885,MUCHINGA,CHAMA,CHAMA SOUTH,LUMEZI,SIMULEMBA,Simulemba Primary School,3
4886,MUCHINGA,CHAMA,CHAMA SOUTH,LUMEZI,ZOOLE,Zoole School,3
4887,MUCHINGA,CHAMA,CHAMA SOUTH,MABINGA,VIMBOWE,Ng`anjo Bazimu School,3
4888,MUCHINGA,CHAMA,CHAMA SOUTH,CHIBUNGWE,LUMBAILO,Lumbailo Community School,3
4889,MUCHINGA,CHAMA,CHAMA SOUTH,LUPAMAZI,LUPAMAZI,Buli School,3
4890,MUCHINGA,CHAMA,CHAMA SOUTH,BAZIMU,MSELELA,Chibungwe Primary School,3
4891,MUCHINGA,CHAMA,CHAMA NORTH,NKHANKHA,NKHANKHA,Chibale School,4
4892,MUCHINGA,CHAMA,CHAMA NORTH,LUANGWA,KAMBOWE,Kambowe School,4
4893,MUCHINGA,CHAMA,CHAMA NORTH,KAOZI,CHILUBUNTHA,Chilubuntha Primary School,4
4894,MUCHINGA,CHAMA,CHAMA NORTH,MBAZI,ZONDOLA,Nyika Community Schoololl,4
4895,MUCHINGA,CHAMA,CHAMA NORTH,MANTHEPA,MANTHEPA,Manthepa School,4
4896,MUCHINGA,CHAMA,CHAMA NORTH,KALINKHU,KATENJE,Malama School,4
4897,MUCHINGA,CHAMA,CHAMA NORTH,MPHALAUSENGA,KATETE,Katete School,4
4898,MUCHINGA,CHAMA,CHAMA NORTH,MANTHEPA,MWIMBA,Mwimba School,4
4899,MUCHINGA,CHAMA,CHAMA NORTH,MWALALA,KANCHINDE,Mwalala School,4
4900,MUCHINGA,CHAMA,CHAMA NORTH,MUCHINGA,SIMON,Kabale Primary School,4
4901,MUCHINGA,CHAMA,CHAMA NORTH,CHISUNGA,MAKAYA,Bilabila School,4
4902,MUCHINGA,CHAMA,CHAMA NORTH,MPHALAUSENGA,MPHALAUSENGA,Dungululu School,4
4903,MUCHINGA,CHAMA,CHAMA SOUTH,CHILENJE,CHILENJE,Chifunda School,4
4904,MUCHINGA,CHAMA,CHAMA SOUTH,CHIPALA,FULAZA,Luvila School,4
4905,MUCHINGA,CHAMA,CHAMA SOUTH,VILIMUKULU,VILIMUKULU,Manga School,4
4906,MUCHINGA,CHAMA,CHAMA SOUTH,LUNZI,CHILUMBA,Chilumba Primary School,4
4907,MUCHINGA,CHAMA,CHAMA SOUTH,LUMEZI,LUNGA,Lunga School,4
4908,MUCHINGA,CHAMA,CHAMA SOUTH,MABINGA,KABELE,Kabele School,4
4909,MUCHINGA,CHAMA,CHAMA SOUTH,MABINGA,CHITEBA,Chiteba School,4
4910,MUCHINGA,CHAMA,CHAMA SOUTH,CHIBUNGWE,CHITUKULA,Chitukula Primary School,4
4911,MUCHINGA,CHAMA,CHAMA SOUTH,LUPAMAZI,KAPAMPHA,Kapampha Community School,4
4912,MUCHINGA,CHAMA,CHAMA NORTH,MPHALAUSENGA,CHIMILILA,Chimilila Primary School,4
4913,MUCHINGA,CHINSALI,CHINSALI,MIKUNKU,MIKUWE,Mikuwe Primary School,1
4914,MUCHINGA,CHINSALI,CHINSALI,MALALO,MUSANYA,Musanya Primary School,1
4915,MUCHINGA,CHINSALI,CHINSALI,MUNWAKUBILI,CHINJI,Chinji Primary School,1
4916,MUCHINGA,CHINSALI,CHINSALI,CHIPANGA,MIBANGA,Mibanga Primary School,1
4917,MUCHINGA,CHINSALI,CHINSALI,LUBU,CHILASA,Kaposa Primary School,1
4918,MUCHINGA,CHINSALI,CHINSALI,ITUNTWE,CHIMBELE,Chimbele Primary School,1
4919,MUCHINGA,CHINSALI,CHINSALI,MUNWAKUBILI,NAMBULUMA,Nambuluma Community School,1
4920,MUCHINGA,CHINSALI,CHINSALI,NKAKULA,LAMECK,Lameck Primary School,1
4921,MUCHINGA,CHINSALI,CHINSALI,NKAKULA,CHINSONTA,Chinsonta Primary School,1
4922,MUCHINGA,CHINSALI,CHINSALI,LUBWA,NASHINGA,Nashinga Primary School,1
4923,MUCHINGA,CHINSALI,CHINSALI,LUBWA,TABWE,Tabwe Community School,1
4924,MUCHINGA,CHINSALI,CHINSALI,CHAMBESHI,MULOLO,Mulolo Primary School,1
4925,MUCHINGA,CHINSALI,CHINSALI,CHILINDA,KALISHA,Kalisha Primary School,1
4926,MUCHINGA,CHINSALI,CHINSALI,ICHINGA,KASOMO,Mukulo Primary School,1
4927,MUCHINGA,CHINSALI,CHINSALI,CHILUNDA,CHILUNDA,Chilunda Primary School,1
4928,MUCHINGA,CHINSALI,CHINSALI,ITAPA,MBESUMA,Catholic Church,1
4929,MUCHINGA,CHINSALI,CHINSALI,CHUNGA,BWINAMBO,Bwinambo Primary School,1
4930,MUCHINGA,CHINSALI,CHINSALI,CHUNGA,KALUKA,Kaluka Community School,1
4931,MUCHINGA,CHINSALI,CHINSALI,KAUNGA,CHELA,Fisonge Primary School,1
4932,MUCHINGA,CHINSALI,CHINSALI,KAUNGA,BULANDA NKWENTO,Lolechitula Community School,1
4933,MUCHINGA,CHINSALI,CHINSALI,MILEMBA,MUKANDA,Mukanda Primary School,1
4934,MUCHINGA,CHINSALI,CHINSALI,CHILUNDA,CHITETE,Chitete Primary School,1
4935,MUCHINGA,CHINSALI,CHINSALI,MALALO,MUPEKA,Mupeka Primary School,2
4936,MUCHINGA,CHINSALI,CHINSALI,MALALO,KAPILI,Kapili Primary School/ ,2
4937,MUCHINGA,CHINSALI,CHINSALI,MUNWAKUBILI,KAPIMPA,Kapimpa Primary School,2
4938,MUCHINGA,CHINSALI,CHINSALI,CHIPANGA,KAMPEMBA,Kampemba Primary School,2
4939,MUCHINGA,CHINSALI,CHINSALI,LUBU,CHIKANDA,Chikanda Primary School,2
4940,MUCHINGA,CHINSALI,CHINSALI,ITUNTWE,CHEWE,Chewe Primary School,2
4941,MUCHINGA,CHINSALI,CHINSALI,MUNWAKUBILI,KALWALA,Kalwala Secondary School,2
4942,MUCHINGA,CHINSALI,CHINSALI,ITUNTWE,FONKOFONKO,Fonkofonko Primary School,2
4943,MUCHINGA,CHINSALI,CHINSALI,NKAKULA,MWALALA,Mwalala Primary School,2
4944,MUCHINGA,CHINSALI,CHINSALI,LUBWA,KAPAMBO,Kapambo Primary School,2
4945,MUCHINGA,CHINSALI,CHINSALI,ICHINGA,KABUNGO,Kabungo Primary School,2
4946,MUCHINGA,CHINSALI,CHINSALI,CHAMBESHI,CHUNGULO,Chungulo Primary School,2
4947,MUCHINGA,CHINSALI,CHINSALI,CHILINDA,KASANTA,Kasanta Primary School,2
4948,MUCHINGA,CHINSALI,CHINSALI,ICHINGA,MUTALE,Mutale Primary School,2
4949,MUCHINGA,CHINSALI,CHINSALI,CHILUNDA,NG'UMBO,Ng'umbo Primary School,2
4950,MUCHINGA,CHINSALI,CHINSALI,ITAPA,MULENGA ADAM,Mulenga Adam Primary School,2
4951,MUCHINGA,CHINSALI,CHINSALI,CHUNGA,CHUNGA,Chunga Primary School,2
4952,MUCHINGA,CHINSALI,CHINSALI,ITAPA,KAKONGOLA,Kakongola Village (Tent),2
4953,MUCHINGA,CHINSALI,CHINSALI,KAUNGA,MUNWE,Munwe Secondary School,2
4954,MUCHINGA,CHINSALI,CHINSALI,KAUNGA,MULENGA SULA,Mulenga Sula Primary School,2
4955,MUCHINGA,CHINSALI,CHINSALI,MILEMBA,MWALULE,Mwalule Primary School,2
4956,MUCHINGA,CHINSALI,CHINSALI,CHILINDA,KASO,Kaso Primary School,2
4961,MUCHINGA,CHINSALI,CHINSALI,MALALO,KAWAMA,Vitondo Primary School,3
4962,MUCHINGA,CHINSALI,CHINSALI,MUNWAKUBILI,CHIPUNGA,Chipunga Primary School,3
4963,MUCHINGA,CHINSALI,CHINSALI,MUNWAKUBILI,MULEBA,Muleba Community School,3
4964,MUCHINGA,CHINSALI,CHINSALI,CHIPANGA,CHIMBUKA,Chimbuka Primary School,3
4965,MUCHINGA,CHINSALI,CHINSALI,LUBU,MASANDIKO,Choshi Primary School,3
4966,MUCHINGA,CHINSALI,CHINSALI,ITUNTWE,BUYANTASHI,Buyantashi Community School,3
4967,MUCHINGA,CHINSALI,CHINSALI,NKAKULA,NEW TOWN,Government Housing Shed,3
4968,MUCHINGA,CHINSALI,CHINSALI,NKAKULA,KAPULULU,Kapululu Village,3
4969,MUCHINGA,CHINSALI,CHINSALI,LUBWA,LUMPENE,Lumpene Primary School,3
4970,MUCHINGA,CHINSALI,CHINSALI,LUBWA,CHIBESA,Chibesa Primary School,3
4971,MUCHINGA,CHINSALI,CHINSALI,ICHINGA,MWABA,Mwaba Primary School,3
4972,MUCHINGA,CHINSALI,CHINSALI,CHAMBESHI,KAMANACHILI,Kamanachili Primary School,3
4973,MUCHINGA,CHINSALI,CHINSALI,MIKUNKU,KASANSU,Kasansu Primary School,3
4974,MUCHINGA,CHINSALI,CHINSALI,CHINSALI,REUBEN,Grace Ministries Church,3
4975,MUCHINGA,CHINSALI,CHINSALI,CHILINDA,KATONGO,Kasanshi Community School,3
4976,MUCHINGA,CHINSALI,CHINSALI,ITAPA,KAMBWI,Kambwi Community School,3
4977,MUCHINGA,CHINSALI,CHINSALI,CHILUNDA,MUZAMANZI,Muzamanzi Primary School,3
4978,MUCHINGA,CHINSALI,CHINSALI,CHUNGA,SHIMUINDA,Shimuinda Community School,3
4979,MUCHINGA,CHINSALI,CHINSALI,KAUNGA,NKWETO,Nkweto Primary School,3
4980,MUCHINGA,CHINSALI,CHINSALI,KAUNGA,SAMUEL,Samuel Village (Tent),3
4981,MUCHINGA,CHINSALI,CHINSALI,MILEMBA,MIKUNKU,Mikunku Community School,3
4982,MUCHINGA,CHINSALI,CHINSALI,MIKUNKU,ABEL,Abel UCZ Church,3
4983,MUCHINGA,CHINSALI,CHINSALI,MALALO,CHIFUMA,Chifuma Primary School,4
4984,MUCHINGA,CHINSALI,CHINSALI,MUNWAKUBILI,MACHANGO,Machango Primary School,4
4985,MUCHINGA,CHINSALI,CHINSALI,MUNWAKUBILI,MULAKUPIKWA,Mulakupikwa Primary School,4
4986,MUCHINGA,CHINSALI,CHINSALI,CHIPANGA,MUNDU,Mundu Primary School,4
4987,MUCHINGA,CHINSALI,CHINSALI,CHIPANGA,LUKO,Luko Primary School,4
4988,MUCHINGA,CHINSALI,CHINSALI,ITUNTWE,KALOSWE,Kapwepwe Primary School,4
4989,MUCHINGA,CHINSALI,CHINSALI,NKAKULA,MISHISHI,Mishishi Primary School,4
4990,MUCHINGA,CHINSALI,CHINSALI,ICHINGA,CHIMBEIMBE,Welfare Hall,4
4991,MUCHINGA,CHINSALI,CHINSALI,LUBWA,NKULA,Nkula Primary School,4
4992,MUCHINGA,CHINSALI,CHINSALI,LUBWA,LUBWA,Lubwa Primary School,4
4993,MUCHINGA,CHINSALI,CHINSALI,CHAMBESHI,CHESWA,Cheswa Primary School,4
4994,MUCHINGA,CHINSALI,CHINSALI,MIKUNKU,CHIPUPA,Chipupa Village,4
4995,MUCHINGA,CHINSALI,CHINSALI,CHINSALI,CHINSALI,Chinsali Secondary School,4
4996,MUCHINGA,CHINSALI,CHINSALI,CHILINDA,TONGO TONGO,Tongotongo Primary School,4
4997,MUCHINGA,CHINSALI,CHINSALI,ITAPA,KALELA,Kalela Primary School,4
4998,MUCHINGA,CHINSALI,CHINSALI,CHILUNDA,KAKOMBE,Kakombe Community School,4
4999,MUCHINGA,CHINSALI,CHINSALI,CHUNGA,PULWILA,Pulwila Primary School,4
5000,MUCHINGA,CHINSALI,CHINSALI,MILEMBA,CHARLES,Charles Primary School,4
5001,MUCHINGA,CHINSALI,CHINSALI,KAUNGA,KABUMYA,Chamba Community School,4
5002,MUCHINGA,CHINSALI,CHINSALI,MILEMBA,KAMBASA,Chembe Malata Primary School,4
5003,MUCHINGA,CHINSALI,CHINSALI,MIKUNKU,MULILANSOLO,Mulilansolo Primary School,4
5004,MUCHINGA,ISOKA,ISOKA,MILONGO,MILONGO,Milongo Primary School,1
5005,MUCHINGA,ISOKA,ISOKA,ITUKUTA,KAFWIMBI,Kafwimbi Secondary School,1
5006,MUCHINGA,ISOKA,ISOKA,CHINYONGA,KALENGA,Mwaiseni Village,1
5007,MUCHINGA,ISOKA,ISOKA,KASOKA,KATONGA SOUTH,Old Region,1
5008,MUCHINGA,ISOKA,ISOKA,KAWENGA,KAWENGA,St Monica Catholic Centre,1
5009,MUCHINGA,ISOKA,ISOKA,KANTENSHYA,CHINUNGU,Chinungu Community School,1
5010,MUCHINGA,ISOKA,ISOKA,KANTENSHYA,KANTENSHYA,Mwenitawa Primary School,1
5011,MUCHINGA,ISOKA,ISOKA,KAPILILONGA,KAPILILONGA,Kapililonga Primary School,1
5012,MUCHINGA,ISOKA,ISOKA,KALUNGU,KALUNGU,Kalungu Primary School,1
5013,MUCHINGA,ISOKA,ISOKA,SANSAMWENJE,SANSAMWENJE,Sansamwenje Primary School,1
5014,MUCHINGA,ISOKA,ISOKA,MPUNGU,KASOBA,Chaswata Primary School,1
5015,MUCHINGA,ISOKA,ISOKA,KANYALA,KANYALA,Kanyala Primary School,1
5016,MUCHINGA,ISOKA,ISOKA,KANYALA,NZOCHE,Nzoche Primary School,1
5017,MUCHINGA,ISOKA,ISOKA,KABANDAMA,CHIZONGOLO,Chizongolo UCZ Church,1
5018,MUCHINGA,ISOKA,ISOKA,LUANGWA,KAMPUMBU,Kampumbu Primary School,1
5019,MUCHINGA,ISOKA,ISOKA,LUANGWA,FIGOLO,Figolo Community School,1
5020,MUCHINGA,ISOKA,ISOKA,NKOMBWA,CHOWE,Chowe (Tent),1
5021,MUCHINGA,ISOKA,ISOKA,KASOKA,MASI,Masi Primary School,1
5022,MUCHINGA,ISOKA,ISOKA,MILONGO,KAWAMA,Kawama Primary School,2
5023,MUCHINGA,ISOKA,ISOKA,ITUKUTA,NKALA,Nkala UCZ Church,2
5024,MUCHINGA,ISOKA,ISOKA,CHINYONGA,CHINYONGA,Chinyansi Primary School,2
5025,MUCHINGA,ISOKA,ISOKA,KASOKA,CHIWANDA,Council Welfare,2
5026,MUCHINGA,ISOKA,ISOKA,KAWENGA,MUZEZI,New Apostolic Church,2
5027,MUCHINGA,ISOKA,ISOKA,KANTENSHYA,MUPAPA,Pentecostal Holiness Church,2
5028,MUCHINGA,ISOKA,ISOKA,KANTENSHYA,CHIPOTE,Chipote UCZ Church,2
5029,MUCHINGA,ISOKA,ISOKA,KAPILILONGA,NDEKE,Ndeke Primary School,2
5030,MUCHINGA,ISOKA,ISOKA,KALUNGU,NAKAMALA,Nakamala Primary School,2
5031,MUCHINGA,ISOKA,ISOKA,SANSAMWENJE,MWINILYATWA,Mwinilyatwa UCZ Church,2
5032,MUCHINGA,ISOKA,ISOKA,MPUNGU,MPALAKATA,Mpalakata UCZ Church,2
5033,MUCHINGA,ISOKA,ISOKA,KANYALA,CHITUNJI,Chitunji Community School,2
5034,MUCHINGA,ISOKA,ISOKA,KANYALA,KASAKALAWE,Nyembe Community School,2
5035,MUCHINGA,ISOKA,ISOKA,KABANDAMA,NDANDE,Ndande Primary School,2
5036,MUCHINGA,ISOKA,ISOKA,LUANGWA,ROBERT VILLAGE,African National Church,2
5037,MUCHINGA,ISOKA,ISOKA,LUANGWA,IPENZA,Ipenza Community School,2
5038,MUCHINGA,ISOKA,ISOKA,NKOMBWA,LUWALIZI,Luwalizi Primary School,2
5039,MUCHINGA,ISOKA,ISOKA,ITUKUTA,MANDALA,Nasala Primary School,2
5044,MUCHINGA,ISOKA,ISOKA,MILONGO,CHEWA,Chewa Primary School,3
5045,MUCHINGA,ISOKA,ISOKA,ITUKUTA,LONGWE,Longwe Primary School,3
