,PROVINCE,DISTRICT,CONSTITUENCY,WARD,POLLING DISTRICT NAME,POLLING STATION NAME,PHASE
1254,COPPERBELT,KITWE,CHIMWEMWE,KAMATIPA,KAMATIPA,Kamatipa 'B' Secondary School,2
1255,COPPERBELT,KITWE,CHIMWEMWE,KAMATIPA,NEIGHBOURHOOD1,Kamatipa Community School,2
1256,COPPERBELT,KITWE,CHIMWEMWE,BUNTUNGWA,NGWESHI,Buntungwa Centre,2
1257,COPPERBELT,KITWE,CHIMWEMWE,BUNTUNGWA,MUPANI,Mama Mont Secondary School,2
1258,COPPERBELT,KITWE,CHIMWEMWE,LUBUTO,LUFUNSA,Christian Council Centre,2
1259,COPPERBELT,KITWE,CHIMWEMWE,CHIMWEMWE,ISHUKO,Ishuko Primary School,2
1260,COPPERBELT,KITWE,CHIMWEMWE,CHIMWEMWE,KAMPEMBA,Kampemba Primary School,2
1261,COPPERBELT,KITWE,KAMFINSA,KAMFINSA,MASURA,Zambia Community School,2
1262,COPPERBELT,KITWE,KAMFINSA,KAFUE,KAFUE,Kafue Bridge Secondary School,2
1263,COPPERBELT,KITWE,KAMFINSA,NDEKE,CHAISA,Chibansa Primary School,2
1264,COPPERBELT,KITWE,KAMFINSA,BUPE,NAKAMBALA,Cultural Club (Nakambala),2
1265,COPPERBELT,KITWE,KAMFINSA,BUPE,MUCHINGA ‘A’,Justine Kabwe Secondary School,2
1266,COPPERBELT,KITWE,KAMFINSA,BUPE,BUPE,Cecina School,2
1267,COPPERBELT,KITWE,KAMFINSA,NDEKE,MSORO,Jesus Blessing Primary School,2
1268,COPPERBELT,KITWE,KAMFINSA,BUPE,ROBERT OVERSPILL,Beautiful Gates,2
1269,COPPERBELT,KITWE,KWACHA,KWACHA,SERENJE,Mutende Primary School,2
1270,COPPERBELT,KITWE,KWACHA,KWACHA,KALUKUNGU,Kwacha Clinic,2
1271,COPPERBELT,KITWE,KWACHA,KWACHA,MITANTO,Mitanto Secondary School,2
1272,COPPERBELT,KITWE,KWACHA,BULANGILILO,KAZEMBE,Bulangililo Secondary School,2
1273,COPPERBELT,KITWE,KWACHA,BULANGILILO,CHIKWEPE,Ipusukilo Primary School,2
1274,COPPERBELT,KITWE,KWACHA,IPUSUKILO,KABULANDA,Katwesheko Grocery (Tent),2
1275,COPPERBELT,KITWE,KWACHA,IPUSUKILO,IPUSUKILO,Chep Community School,2
1276,COPPERBELT,KITWE,KWACHA,IPUSUKILO,NGOZI,Polines Trust School,2
1277,COPPERBELT,KITWE,KWACHA,CHANTETE,MUKUBA FARM,Catholic Church (Tent),2
1278,COPPERBELT,KITWE,KWACHA,CHANTETE,MUFUCHANI,Across (Tent),2
1279,COPPERBELT,KITWE,KWACHA,MUSONDA,MIYUPI,Catholic Church,2
1280,COPPERBELT,KITWE,KWACHA,RIVERSIDE,MAKULO,Lamb of God Christian School,2
1281,COPPERBELT,KITWE,KWACHA,RIVERSIDE,RIVER SIDE,Valleyview Secondary School,2
1282,COPPERBELT,KITWE,KWACHA,LUBWA,MALAITI,Riverain Primary School,2
1283,COPPERBELT,KITWE,NKANA,BUCHI,SANDULULA,Sandulula Centre,2
1284,COPPERBELT,KITWE,NKANA,BUCHI,BUCHI,Buchi Committee Room,2
1285,COPPERBELT,KITWE,NKANA,PARKLANDS,PARKLANDS,Kitwe Boys Secondary School,2
1286,COPPERBELT,KITWE,NKANA,PARKLANDS,CHILENGWA,ZIPSIP,2
1287,COPPERBELT,KITWE,NKANA,MINDOLO,KWASHAMUKWENU,Mindolo Clinic 1,2
1288,COPPERBELT,KITWE,NKANA,MINDOLO,NAWAITWIKA,King Solomon Institute for Studies,2
1289,COPPERBELT,KITWE,NKANA,MISESHI,CHACHACHA,Buntungwa Primary School,2
1290,COPPERBELT,KITWE,NKANA,KAMAKONDE,KAMAKONDE,Kamakonde Primary School,2
1291,COPPERBELT,KITWE,NKANA,ROKANA,MAPUTO,Rokana Primary School,2
1292,COPPERBELT,KITWE,NKANA,MUKUBA,MUKUBA,Kitwe Main Primary School,2
1293,COPPERBELT,KITWE,NKANA,BUCHI,CHITIMUKULU,Kamitondo Secondary School,2
1294,COPPERBELT,KITWE,WUSAKILE,WUSAKILE,WUSAKILE,Wusakile Secondary School,2
1295,COPPERBELT,KITWE,WUSAKILE,WUSAKILE,KALELA,Children of Bethrehem School,2
1296,COPPERBELT,KITWE,WUSAKILE,WUSAKILE,MWABONWA,Kalela Primary School,2
1297,COPPERBELT,KITWE,WUSAKILE,CHIBOTE,CHIBOTE,Wusakile Community Centre,2
1298,COPPERBELT,KITWE,WUSAKILE,CHAMBOLI,MACHONA,Bupe Primary School,2
1299,COPPERBELT,KITWE,WUSAKILE,LUANGWA,KASAMA,Luangwa Secondary School,2
1300,COPPERBELT,KITWE,WUSAKILE,LUANGWA,MASTON MVULA,Council Site,2
1301,COPPERBELT,KITWE,WUSAKILE,LUTO,LUTO,Lima Primary School,2
1302,COPPERBELT,KITWE,WUSAKILE,LUTO,CHILOBWE,Miombo Primary School,2
1303,COPPERBELT,KITWE,WUSAKILE,LIMAPOSA,LIMA,Cedric Farm School,2
1308,COPPERBELT,KITWE,CHIMWEMWE,ITIMPI,MUMBULUMA,Mwambashi Primary School,3
1309,COPPERBELT,KITWE,CHIMWEMWE,TWATASHA,TWATASHA,Twatasha Secondary School,3
1310,COPPERBELT,KITWE,CHIMWEMWE,TWATASHA,NYAU,Pa Mulenga,3
1311,COPPERBELT,KITWE,CHIMWEMWE,KAWAMA,EUREKA FARMS,Comis Catholic Community School,3
1312,COPPERBELT,KITWE,CHIMWEMWE,KAWAMA,KAWAMA,Happy Community School,3
1313,COPPERBELT,KITWE,CHIMWEMWE,KAMATIPA,KCC BUS STOP,Evangelical Church,3
1314,COPPERBELT,KITWE,CHIMWEMWE,KAMATIPA,ILINGA,Kabala Farm,3
1315,COPPERBELT,KITWE,CHIMWEMWE,BUNTUNGWA,BUNTUNGWA,Buntungwa Centre,3
1316,COPPERBELT,KITWE,CHIMWEMWE,BUNTUNGWA,ZAMBEZI,Mama Mont Secondary School,3
1317,COPPERBELT,KITWE,CHIMWEMWE,LUBUTO,KATILUNGU,Chimwemwe Secondary School,3
1318,COPPERBELT,KITWE,CHIMWEMWE,CHIMWEMWE,NACHIBUNGULUBWE,Kampemba Primary School,3
1319,COPPERBELT,KITWE,CHIMWEMWE,CHIMWEMWE,LUAPULA,Kampemba Primary School,3
1320,COPPERBELT,KITWE,KAMFINSA,NDEKE,MATEMATE SOUTH,UCZ Church,3
1321,COPPERBELT,KITWE,KAMFINSA,KAFUE,KAMABWE,Kafue Bridge Secondary School,3
1322,COPPERBELT,KITWE,KAMFINSA,BUPE,CHINYUNYU,Wesly Nyirenda Secondary School,3
1323,COPPERBELT,KITWE,KAMFINSA,BUPE,CHIBANSA,Miseshi Secondary School,3
1324,COPPERBELT,KITWE,KAMFINSA,BUPE,TWAPUSUKA,Justine Kabwe Secondary School,3
1325,COPPERBELT,KITWE,KAMFINSA,NDEKE,NDEKE NEW PLOTS,St. Augustine Catholic School,3
1326,COPPERBELT,KITWE,KAMFINSA,BUPE,CHISOKONE,Ndeke Secondary School,3
1327,COPPERBELT,KITWE,KAMFINSA,NDEKE,NDEKE,Tatenda Primary School,3
1328,COPPERBELT,KITWE,KWACHA,KWACHA,LUNSEMFWA,Mutende Primary School,3
1329,COPPERBELT,KITWE,KWACHA,KWACHA,MILAMBO,Kwacha Primary School,3
1330,COPPERBELT,KITWE,KWACHA,BULANGILILO,NYIMBA,Kwacha East Congregation UCZ,3
1331,COPPERBELT,KITWE,KWACHA,BULANGILILO,CHAMA,Bulangililo Secondary School,3
1332,COPPERBELT,KITWE,KWACHA,BULANGILILO,GHANDI,Bulangililo Community Centre,3
1333,COPPERBELT,KITWE,KWACHA,IPUSUKILO,CHIMBOTELA,Baptist Church,3
1334,COPPERBELT,KITWE,KWACHA,IPUSUKILO,MUTOMBOKO,Chep Community School,3
1335,COPPERBELT,KITWE,KWACHA,CHANTETE,NYALI COMPOUND,Nyali Community School,3
1336,COPPERBELT,KITWE,KWACHA,CHANTETE,KAMILILI,Kamilili Community School,3
1337,COPPERBELT,KITWE,KWACHA,MUSONDA,MU NZELU,Yande Community School,3
1338,COPPERBELT,KITWE,KWACHA,MUSONDA,CHAWAMA,Faith Fire Ministries,3
1339,COPPERBELT,KITWE,KWACHA,RIVERSIDE,RIVERSIDE PHASE 4,Riverside Clinic,3
1340,COPPERBELT,KITWE,KWACHA,LUBWA,NKANA EAST EXTENTION,Nsama Primary School,3
1341,COPPERBELT,KITWE,KWACHA,LUBWA,LUBWA,Riverain Primary School,3
1342,COPPERBELT,KITWE,NKANA,BUCHI,BAMBOO,Bamboo Council Building,3
1343,COPPERBELT,KITWE,NKANA,BUCHI,BUSEKO,Buseko Primary School,3
1344,COPPERBELT,KITWE,NKANA,PARKLANDS,RICHMOND GARDENS,YMCA Norfred House,3
1345,COPPERBELT,KITWE,NKANA,PARKLANDS,CHIPATALA,Council Main Library,3
1346,COPPERBELT,KITWE,NKANA,LUYANDO,MUSA WEST,Musa Primary School,3
1347,COPPERBELT,KITWE,NKANA,MINDOLO,NKOSI,Mindolo Primary School,3
1348,COPPERBELT,KITWE,NKANA,MISESHI,MUTSINJE,Mindolo Welfare Centre,3
1349,COPPERBELT,KITWE,NKANA,KAMAKONDE,CHECK POINT,St. Anthony Catholic Church,3
1350,COPPERBELT,KITWE,NKANA,ROKANA,ROKANA,Rokana Primary School,3
1351,COPPERBELT,KITWE,NKANA,MUKUBA,BUYANTANSHI,Faith Foundation Orphanage,3
1352,COPPERBELT,KITWE,NKANA,MISESHI,MISESHI,Miseshi Community Centre,3
1353,COPPERBELT,KITWE,WUSAKILE,WUSAKILE,MALILA,Lido Hall,3
1354,COPPERBELT,KITWE,WUSAKILE,WUSAKILE,LIDO,Children of Bethrehem School,3
1355,COPPERBELT,KITWE,WUSAKILE,CHIBOTE,LUANSHIMBA,Nkana Primary School,3
1356,COPPERBELT,KITWE,WUSAKILE,CHIBOTE,LWALABA,Wusakile Community Centre,3
1357,COPPERBELT,KITWE,WUSAKILE,CHAMBOLI,CHAMBOLI,Chamboli Primary School,3
1358,COPPERBELT,KITWE,WUSAKILE,CHAMBOLI,NATOLO,Butotelo Primary School,3
1359,COPPERBELT,KITWE,WUSAKILE,LUANGWA,MWANAWINA,Twatemwa Secondary School,3
1360,COPPERBELT,KITWE,WUSAKILE,LUANGWA,LUNDAZI,Twatemwa Secondary School,3
1361,COPPERBELT,KITWE,WUSAKILE,LUTO,KAPULA,Church of God,3
1362,COPPERBELT,KITWE,WUSAKILE,LIMAPOSA,LIMAPOSA,Limaposa Disciples Church,3
1363,COPPERBELT,KITWE,CHIMWEMWE,ITIMPI,ICHIMPE,Mwambashi Primary School,4
1364,COPPERBELT,KITWE,CHIMWEMWE,TWATASHA,TWIKATANE,Twatasha Secondary School,4
1365,COPPERBELT,KITWE,CHIMWEMWE,KAWAMA,OLD KAWAMA,Old Kamatipa Council Office,4
1366,COPPERBELT,KITWE,CHIMWEMWE,KAWAMA,KAPULA FARM,Pentecostal Church,4
1367,COPPERBELT,KITWE,CHIMWEMWE,KAMATIPA,MUSENGA,Kamatipa 'B' Secondary School,4
1368,COPPERBELT,KITWE,CHIMWEMWE,KAMATIPA,KCC,Kapota Primary School,4
1369,COPPERBELT,KITWE,CHIMWEMWE,BUNTUNGWA,CHISHIMBA,Kampemba Primary School,4
1370,COPPERBELT,KITWE,CHIMWEMWE,BUNTUNGWA,NATWANGE,Natwange Secondary School,4
1371,COPPERBELT,KITWE,CHIMWEMWE,BUNTUNGWA,MAKANTA,Mama Mont Secondary School,4
1372,COPPERBELT,KITWE,CHIMWEMWE,LUBUTO,LUBUTO,Chimwemwe Secondary School,4
1373,COPPERBELT,KITWE,CHIMWEMWE,CHIMWEMWE,CHIMWEMWE,Ishuko Primary School,4
1374,COPPERBELT,KITWE,CHIMWEMWE,CHIMWEMWE,ENOS CHOMBA,Riverside Primary School,4
1375,COPPERBELT,KITWE,KAMFINSA,NDEKE,CHIPANGALI,Mulenga Community School,4
1376,COPPERBELT,KITWE,KAMFINSA,NDEKE,KAMAINSA,Mulenga Clinic,4
1377,COPPERBELT,KITWE,KAMFINSA,BUPE,KANONA,Wesly Nyirenda Secondary School,4
1378,COPPERBELT,KITWE,KAMFINSA,BUPE,MATEMATE NORTH,Living Water Global Ministries,4
1379,COPPERBELT,KITWE,KAMFINSA,BUPE,KASHILA,Justine Kabwe Secondary School,4
1380,COPPERBELT,KITWE,KAMFINSA,BUPE,NEW G EXTENSION,Temwani Primary School,4
1381,COPPERBELT,KITWE,KAMFINSA,BUPE,BWANANYINA,Ndeke Primary School,4
1382,COPPERBELT,KITWE,KAMFINSA,,TAFUNA,Ndeke Primary School,4
1383,COPPERBELT,KITWE,KAMFINSA,NDEKE,MPHANDIKA,Tatenda Primary School,4
1384,COPPERBELT,KITWE,KWACHA,KWACHA,KWACHA,Mutende Primary School,4
1385,COPPERBELT,KITWE,KWACHA,KWACHA,MUTABA,Kwacha Primary School,4
1386,COPPERBELT,KITWE,KWACHA,BULANGILILO,KAMBOMBO,Kwacha East Congregation UCZ,4
1387,COPPERBELT,KITWE,KWACHA,BULANGILILO,KAMANA,Lulamba Secondary School,4
1388,COPPERBELT,KITWE,KWACHA,BULANGILILO,BULANGILILO,Bulangililo Community Centre,4
1389,COPPERBELT,KITWE,KWACHA,IPUSUKILO,FUNDULU,Yatula Enterprises,4
1390,COPPERBELT,KITWE,KWACHA,IPUSUKILO,KAPOTO,Chep Community School,4
1391,COPPERBELT,KITWE,KWACHA,CHANTETE,CAMP ZONE A,Mufuchani Camp Zone A (Tent),4
1392,COPPERBELT,KITWE,KWACHA,CHANTETE,KAMISESHI,Kamiseshi Community School,4
1393,COPPERBELT,KITWE,KWACHA,MUSONDA,BUMI,Women Community Centre,4
1394,COPPERBELT,KITWE,KWACHA,RIVERSIDE,RIVERSIDE STAGE 4,Riverside Primary School,4
1395,COPPERBELT,KITWE,KWACHA,RIVERSIDE,CBU,COPPERBELT UNIVERSITY,4
1396,COPPERBELT,KITWE,KWACHA,LUBWA,MWAISENI,Seed Of Life Literacy Centre,4
1397,COPPERBELT,KITWE,KWACHA,LUBWA,KABALA,Nkana Trust School,4
1398,COPPERBELT,KITWE,NKANA,BUCHI,KAMITONDO,Kamitondo Secondary School,4
1399,COPPERBELT,KITWE,NKANA,BUCHI,TWASHUKA,Twashuka Community School,4
1400,COPPERBELT,KITWE,NKANA,PARKLANDS,FREEDOM PARK,Freedom Park (Tent),4
1401,COPPERBELT,KITWE,NKANA,MINDOLO,MINDOLO SOUTH,Salemu Primary School,4
1402,COPPERBELT,KITWE,NKANA,MINDOLO,LEMBUKA,Mindolo Clinic 1,4
1403,COPPERBELT,KITWE,NKANA,LUYANDO,LUYANDO COMMUNITY,Luyando Primary School,4
1404,COPPERBELT,KITWE,NKANA,MISESHI,TWENDENI,Mindolo Welfare Centre,4
1405,COPPERBELT,KITWE,NKANA,KAMAKONDE,BULIMI,Mapalo Primary School,4
1406,COPPERBELT,KITWE,NKANA,MUKUBA,DIAMOND DRIVE,Diamond Drive CHEP Offices,4
1407,COPPERBELT,KITWE,NKANA,MUKUBA,ST ANTONY,St Antony Community School,4
1408,COPPERBELT,KITWE,NKANA,PARKLANDS,CHIPATALA,Council Main Library,4
1409,COPPERBELT,KITWE,WUSAKILE,WUSAKILE,LANGASHE,Wusakile Secondary School,4
1410,COPPERBELT,KITWE,WUSAKILE,WUSAKILE,CHISANKANO,Children of Bethrehem School,4
1411,COPPERBELT,KITWE,WUSAKILE,CHAMBOLI,MANGALO,Twashuka Secondary School,4
1412,COPPERBELT,KITWE,WUSAKILE,CHAMBOLI,MUCHINGA ‘B’,Twashuka Secondary School,4
1413,COPPERBELT,KITWE,WUSAKILE,CHAMBOLI,CHIBULUMA,Chamboli Primary School,4
1414,COPPERBELT,KITWE,WUSAKILE,CHAMBOLI,OLD CHIBILI,Chamboli Primary School,4
1415,COPPERBELT,KITWE,WUSAKILE,LUANGWA,LUANGWA,Luangwa Clinic,4
1416,COPPERBELT,KITWE,WUSAKILE,LUANGWA,MALEMBEKA,African Methodist Church,4
1417,COPPERBELT,KITWE,WUSAKILE,LUTO,SOUTH DOWN,Airport,4
1418,COPPERBELT,KITWE,WUSAKILE,LIMAPOSA,MFUBU,Church Of God,4
1419,COPPERBELT,LUANSHYA,LUANSHYA,BALUBA,MISAKA,St Catherine Catholic,1
1420,COPPERBELT,LUANSHYA,LUANSHYA,CHITWI,VILLAGE 4 COMMUNITY,Village 4 Centre,1
1421,COPPERBELT,LUANSHYA,LUANSHYA,CHITWI,VILLAGE 1 COMMUNITY,Village 1 Centre,1
1422,COPPERBELT,LUANSHYA,LUANSHYA,TWASHUKA,WALALE,St William Catholic Church,1
1423,COPPERBELT,LUANSHYA,LUANSHYA,BUNTUNGWA,CHITWI OPEN PRISON,Kankwiba Primary School,1
1424,COPPERBELT,LUANSHYA,LUANSHYA,KAMUCHANGA,KAMBILOMBILO,Malaika Primary School,1
1425,COPPERBELT,LUANSHYA,LUANSHYA,MWAISENI,D SITE AND SERVICE,Pentecostal Assemblies of God,1
1426,COPPERBELT,LUANSHYA,LUANSHYA,MULUNGUSHI,CHUNGU,Harold Orphanage,1
1427,COPPERBELT,LUANSHYA,LUANSHYA,ZAMBEZI,TUMFWANE,Tumfwane Community Centre,1
1428,COPPERBELT,LUANSHYA,LUANSHYA,MIKOMFWA,MIKOMFWA,Mikomfwa Secondary School,1
1429,COPPERBELT,LUANSHYA,LUANSHYA,LEVI CHITO,BUSEKO,Buteko Community Centre,1
1430,COPPERBELT,LUANSHYA,LUANSHYA,MIPUNDU,KALALA,Muchinshi Play Park (Coctail Council Bar),1
1431,COPPERBELT,LUANSHYA,LUANSHYA,JAMES PHIRI,NEW NDEKE,Chibansa Primary School,1
1432,COPPERBELT,LUANSHYA,LUANSHYA,BUTEKO,TVTC AREA,Luanshya Trades,1
1433,COPPERBELT,LUANSHYA,LUANSHYA,BUTEKO,KAMIRENDA,Kamirenda Primary School,1
1434,COPPERBELT,LUANSHYA,LUANSHYA,CHAWAMA,CHAWAMA COMPOUND,Chawama Community School,1
1435,COPPERBELT,LUANSHYA,ROAN,MAPOSA,ST. PATER AREA,St Peter Catholic Church,1
1436,COPPERBELT,LUANSHYA,ROAN,MAPOSA,FRED AREA,UCZ (Pa Fred),1
1437,COPPERBELT,LUANSHYA,ROAN,LUMUMBA,CHISANKANO,Makoma Primary School,1
1438,COPPERBELT,LUANSHYA,ROAN,NKOLOMA,MABUKU,Makoma Community School,1
1439,COPPERBELT,LUANSHYA,ROAN,KAFUBU,DAMBE,Twashuka Secondary School,1
1440,COPPERBELT,LUANSHYA,ROAN,CHILABULA,NG'OMBE,Ng'ombe New Apostolic Church,1
1441,COPPERBELT,LUANSHYA,ROAN,KAFUE,NSOFU,Kafubu Primary School,1
1442,COPPERBELT,LUANSHYA,ROAN,JUSTINE KABWE,MWAISENI,Mwaiseni Primary School,1
1443,COPPERBELT,LUANSHYA,ROAN,NKULUMASHIBA,MULUNGUSHI,NKulumashiba Secondary School,1
1444,COPPERBELT,LUANSHYA,ROAN,MPATAMATU,KABULANGETI,Kabulangeti Community Centre,1
1445,COPPERBELT,LUANSHYA,ROAN,MILYASHI,KANSUMBI,Sports Complex,1
1446,COPPERBELT,LUANSHYA,LUANSHYA,BALUBA,BALUBA,Baluba Primary School,2
1447,COPPERBELT,LUANSHYA,LUANSHYA,FISENGE,FISENGE,Fisenge Primary School,2
1448,COPPERBELT,LUANSHYA,LUANSHYA,CHITWI,KAFUBU BLOCK,Kafubu Block Primary School,2
1449,COPPERBELT,LUANSHYA,LUANSHYA,TWASHUKA,KAPENDA,Kapenda Primary School,2
1450,COPPERBELT,LUANSHYA,LUANSHYA,BUNTUNGWA,CHIFULUBE,Chifulube Primary School,2
1451,COPPERBELT,LUANSHYA,LUANSHYA,KAMUCHANGA,KAFUBU,Kamuchanga Community Centre,2
1452,COPPERBELT,LUANSHYA,LUANSHYA,MWAISENI,MBOYA,Mwaiseni Community School,2
1453,COPPERBELT,LUANSHYA,LUANSHYA,MULUNGUSHI,TWATEMWA,Twatemwa Primary School,2
1454,COPPERBELT,LUANSHYA,LUANSHYA,ZAMBEZI,MUNUNGA,Tumfwane Community Centre,2
1455,COPPERBELT,LUANSHYA,LUANSHYA,MIKOMFWA,MPOROKOSO,Twalichulile Community Centre,2
1456,COPPERBELT,LUANSHYA,LUANSHYA,LEVI CHITO,MUCHINSHI,Muchinshi Primary School,2
1457,COPPERBELT,LUANSHYA,LUANSHYA,MIPUNDU,LUANGWA,Nkoloma Community Centre,2
1458,COPPERBELT,LUANSHYA,LUANSHYA,JAMES PHIRI,OLD NDEKE,Rotary Centre,2
1459,COPPERBELT,LUANSHYA,LUANSHYA,BUTEKO,GHANA CIRCLE,Luanshya Boys Secondary School,2
1460,COPPERBELT,LUANSHYA,LUANSHYA,MPELEMBE,RIVERCROSS,Rivercross Primary School,2
1461,COPPERBELT,LUANSHYA,LUANSHYA,CHAWAMA,TWASHUKA B,Kakumba Primary,2
1462,COPPERBELT,LUANSHYA,ROAN,MAPOSA,MAPOSA,St Thomas Catholic Church,2
1463,COPPERBELT,LUANSHYA,ROAN,KAWAMA,MUVA HILL,Maila’s Farm,2
1464,COPPERBELT,LUANSHYA,ROAN,LUMUMBA,BWAFWANO,Bwafwano Community Centre,2
1465,COPPERBELT,LUANSHYA,ROAN,NKOLOMA,CHAISA,Roan Primary School,2
1466,COPPERBELT,LUANSHYA,ROAN,KAFUBU,ROAN STADIUM,Roan Antelope Secondary School,2
1467,COPPERBELT,LUANSHYA,ROAN,CHILABULA,KAMISHISHI,Kamishishi Community School,2
1468,COPPERBELT,LUANSHYA,ROAN,KAFUE,FISANSA,Fisansa Primary School,2
1469,COPPERBELT,LUANSHYA,ROAN,JUSTINE KABWE,NKULUMASHIBA,NKulumashiba East Secondary School,2
1470,COPPERBELT,LUANSHYA,ROAN,NKULUMASHIBA,NKAMBO,Nkambo Primary School,2
1471,COPPERBELT,LUANSHYA,ROAN,MPATAMATU,MPATAMATU,Kansumbi Primary School,2
1472,COPPERBELT,LUANSHYA,ROAN,MILYASHI,KAMUCHANGA,Section 25 Clinic,2
1477,COPPERBELT,LUANSHYA,LUANSHYA,BALUBA,CHIBWE,Chibwe Catholic Church,3
1478,COPPERBELT,LUANSHYA,LUANSHYA,FISENGE,SIWALE FARM AREA,Siwale Farm,3
1479,COPPERBELT,LUANSHYA,LUANSHYA,CHITWI,VILLAGE 3,Village 3 Community School,3
1480,COPPERBELT,LUANSHYA,LUANSHYA,TWASHUKA,KAMAFWESA FARMING BLOCK,Banja Farms,3
1481,COPPERBELT,LUANSHYA,LUANSHYA,BUNTUNGWA,BUNTUNGWA OVERSPILL,Mama Rosa Primary School,3
1482,COPPERBELT,LUANSHYA,LUANSHYA,KAMUCHANGA,KALENSE FARM,Tonga Farm,3
1483,COPPERBELT,LUANSHYA,LUANSHYA,MIKOMFWA,CHITWI,Twalichulile Community Centre,3
1484,COPPERBELT,LUANSHYA,LUANSHYA,MULUNGUSHI,CHILUBI,Kalala Market,3
1485,COPPERBELT,LUANSHYA,LUANSHYA,ZAMBEZI,BUNTUNGWA,Buntungwa Community Centre,3
1486,COPPERBELT,LUANSHYA,LUANSHYA,MIKOMFWA,NGWEE,Ngwee Community Centre,3
1487,COPPERBELT,LUANSHYA,LUANSHYA,LEVI CHITO,CHISONGO,Mikomfwa Welfare Centre,3
1488,COPPERBELT,LUANSHYA,LUANSHYA,MIPUNDU,NKOLOMA,Nkoloma Community Centre,3
1489,COPPERBELT,LUANSHYA,LUANSHYA,JAMES PHIRI,LUANSHYA,District Education Office,3
1490,COPPERBELT,LUANSHYA,LUANSHYA,BUTEKO,DAGAMA,Kamirenda Community School,3
1491,COPPERBELT,LUANSHYA,LUANSHYA,MPELEMBE,LUAPULA,Mpelembe Secondary School,3
1492,COPPERBELT,LUANSHYA,LUANSHYA,CHAWAMA,KAPUPULU,Kapupulu Primary School,3
1493,COPPERBELT,LUANSHYA,ROAN,MAPOSA,JOHN KEN FARM,John Ken Primary School,3
1494,COPPERBELT,LUANSHYA,ROAN,KAWAMA,KASUNUNU,Kasununu New Apostolic Church,3
1495,COPPERBELT,LUANSHYA,ROAN,LUMUMBA,MUTAMBA,Section 5 Clinic (Temporal Shelter),3
1496,COPPERBELT,LUANSHYA,ROAN,MAPOSA,MUPUNDU,Maposa Primary School,3
1497,COPPERBELT,LUANSHYA,ROAN,KAFUBU,AKAFUMWA,Youth Scheme (Temporal Shelter),3
1498,COPPERBELT,LUANSHYA,ROAN,CHILABULA,CHISOKONE,Chisokone Community School,3
1499,COPPERBELT,LUANSHYA,ROAN,KAFUE,MASAMBA,Fisansa Primary School,3
1500,COPPERBELT,LUANSHYA,ROAN,JUSTINE KABWE,ZAMBEZI,Mwaiseni Primary School,3
1501,COPPERBELT,LUANSHYA,ROAN,CHILABULA,CHILABULA,Chilabula Primary School,3
1502,COPPERBELT,LUANSHYA,ROAN,KAWAMA,CHENDAMAUNGA,Chendamaunga Community School,3
1503,COPPERBELT,LUANSHYA,ROAN,BUYANTANSHI,KANSENGU,Kansengu Community Centre,3
1504,COPPERBELT,LUANSHYA,LUANSHYA,BALUBA,MANSANSA COMMUNITY,Elohim Primary School,4
1505,COPPERBELT,LUANSHYA,LUANSHYA,CHITWI,KANSATO,Village II Centre,4
1506,COPPERBELT,LUANSHYA,LUANSHYA,FISENGE,KASONGO,Kasongo Primary School,4
1507,COPPERBELT,LUANSHYA,LUANSHYA,TWASHUKA,TWASHUKA,Mazzieri Primary School,4
1508,COPPERBELT,LUANSHYA,LUANSHYA,CHITWI,MUNGAWAKWASHI,DAPP Community Centre,4
1509,COPPERBELT,LUANSHYA,LUANSHYA,MPELEMBE,MPEZENI,Mine Recreation Club,4
1510,COPPERBELT,LUANSHYA,LUANSHYA,MIKOMFWA,TWALICHULILE,Twalichulile Community Centre,4
1511,COPPERBELT,LUANSHYA,LUANSHYA,MULUNGUSHI,MAINA SOKO,Mipundu Primary School,4
1512,COPPERBELT,LUANSHYA,LUANSHYA,ZAMBEZI,NAKATINDI,Mipundu Primary School,4
1513,COPPERBELT,LUANSHYA,LUANSHYA,MIKOMFWA,BWANANYINA,Bwananyina Primary School,4
1514,COPPERBELT,LUANSHYA,ROAN,KANSENGU,TIYENDE PAMODZI,Milyashi Community Centre,4
1515,COPPERBELT,LUANSHYA,LUANSHYA,JAMES PHIRI,KAPINDULA,Luanshya Skills,4
1516,COPPERBELT,LUANSHYA,LUANSHYA,BUTEKO,KAMILENDO FARMING COMMUNITY,St Nel School,4
1517,COPPERBELT,LUANSHYA,LUANSHYA,MPELEMBE,MUKUBA,Luanshya Trust School,4
1518,COPPERBELT,LUANSHYA,LUANSHYA,CHAWAMA,JACOPE,Blind Centre,4
1519,COPPERBELT,LUANSHYA,ROAN,MAPOSA,CHIMINWA,Chiminwa Health Post,4
1520,COPPERBELT,LUANSHYA,ROAN,KAWAMA,MILYASHI,Mpata Hill Primary School,4
1521,COPPERBELT,LUANSHYA,ROAN,LUMUMBA,MAKOMA,Makoma Primary School,4
1522,COPPERBELT,LUANSHYA,ROAN,KAWAMA,KAWAMA,Kawama Primary School,4
1523,COPPERBELT,LUANSHYA,ROAN,NGEBE,BANGWEULU,CMML Church,4
1524,COPPERBELT,LUANSHYA,ROAN,CHILABULA,KAMPELEMBE,Kampelembe Community School,4
1525,COPPERBELT,LUANSHYA,ROAN,KAFUE,LUBUTO,Fisansa Community Centre,4
